Date,Pressure Relief Devices PM Compliance (%),Emergency Shutdown and Depressurization Systems PM Compliance (%),Overall HSECES PM Compliance (%),Overall HSECES Reliability (%),Closeout of Overdue HSECES PM workorder (%),Maintenance cost / Operating cost (%),Overtime Maintenance Cost / Total Maintenance Cost (%),Breakdown Maintenance Cost / Total Maintenance cost (%),Actual cost to planned estimate (%),Service Level (%),Receipts / Issues,HSECES Compliance (%),Reliability of HSECES (%),Scheduling Compliance (%),Backlogs (Weeks),Preventive Maintenance (PM) / Total Maintenance Hours (%),Predictive Maintenance (PdM) / Total Maintenance Hours (%),Corrective Maintenance (CM) / Total Maintenance Hours (%),Breakdown Maintenance (BM) / Total Maintenance Hours (%),Planned work (%),Rework (%),Overtime Maintenance Hours (%),Work Order Approval time (Days),Inspection Backlog (Weeks),PM Compliance (%),PdM compliance (%),Total Downtime (scheduled + Unscheduled Downtime) (Hours),Unscheduled Downtime (Hours),No of Trips / Plant (Nos)/Quarter,Work order Cycle (Days),Number of temporary modifications,Work Order (WO) waiting for materials / total number of WOs (%),Ratio of unplanned to planned working orders (%),Notification without Equipment Number,Critical RCA Compliance (%),Maintenance Cost Vs RAV (%),Maintenance Contractor Cost Vs total maintenance cost (%),Maintenance Shut Down Cost Vs total maintenance cost (%),Material cost / total maintenance cost (%),Maintenance manpower cost / Total maintenance cost (%),Stock Inventory Turns Rate (#),Stock value Vs Replacement Asset Value (%),Inactive Stock Vs Total Stock Value (Critical Item Excluded) (%),Store line items per attendant (#),Training Hours (#),Total job completed in Shutdown Vs total job demanded (%),Technician / supervisor ratio (#),Maintenance Execution / Planners ratio (#),Maintenance execution staff to support staff ratio (#),Direct to Indirect Maintenance employee (#),Equipment Covered by condition monitoring (%),Frequency of PdM Maintenance Plans Review (%),Completeness of HSECES Data (%),Number of HSECES items without MAT or active maintenance plan / Total number of HSECES items (%),Number of critical equipment without BOM / Total number of critical equipment (Criticality A&B) (%),Functional Locations Hazardous Area Classification (%),Production losses Due to equipment failures / Planned Production (%)
2023-01-01,90.11047035365233,94.54200971168177,84.54248261857774,83.56916633341082,19.671180473120664,24.749246002254935,6.402078593579809,24.663643332876553,98.74244351386105,93.71046479040666,1.9223780240958819,85.34101100750516,88.613373804384,80.57770913779932,1.2699094651109222,79.74534554712142,15.22460118147173,19.714190460855544,19.261241474923484,77.61683776050613,0.8438721261389259,5.466738165653915,5.197596674769986,5.781349832660222,75.55113165265499,60.569182785191,879.501313904297,11.837666861042983,2,27.96643358534707,0,5.139434386911301,11.85746897000886,14,82.76479610416337,110.79453810516645,5.3850821622294305,3.580290155639001,27.09732731470525,36.330687228181446,2.758986280818625,119.05891659264017,15.455717772176694,80,1,62.67193592275841,9.483305576696772,6.265191086121156,1.9633350930276494,9.868906370610059,64.16421833441561,87.79789086666639,89.77726710576488,7.765115358092045,4.006845568316341,98.81474964192995,4.5988393124923075
2023-01-02,88.20635426729494,91.24404527048944,80.25079724328458,80.9223493312907,46.61442011429653,10.43163802835872,0.5203017652401021,16.2208913847782,101.52322607685225,85.6298842759386,0.847470807028512,87.13039734961134,89.37996021488492,85.02362334023105,1.7106507528139059,69.9586047564164,25.92784305603211,12.82658380674285,21.364988096263097,89.34440445190654,2.8302074331536344,7.737821361890428,13.972288549231557,7.83027111554376,89.78457971623216,82.6399526238371,269.45686343204056,449.9723199310746,8,23.93810691079788,3,11.803947159868759,41.82118018948627,0,79.31158213002196,90.40980298937215,9.613674976940217,11.272895976652372,27.975155059620796,23.00975376545963,3.2968027994658717,59.768823329458584,12.971116999999373,90,5,82.34309264205459,5.673033640114793,6.364680848826875,1.3109039277881447,5.54522574345656,77.12854940487492,80.33169425981644,76.69097603816729,16.366977509135534,13.464157509858293,87.39782511211146,5.366857780663034
2023-01-03,95.75756545516009,91.75884665756395,85.50020766160671,78.0807610490216,81.46608986021168,15.696216137017025,2.9536330292652213,31.13127226607345,112.58340443307165,96.57621917801055,1.7315163103932871,78.94939734332239,73.19371127462803,90.98368643982079,0.8647417851459005,58.40851308578704,27.736556386235186,7.966355194154927,16.07704923083824,75.1302601966962,8.566587484383476,6.828294618165303,3.6200539583200264,5.344968612203857,80.70770847854148,79.8790839274992,906.8026590703195,58.67571714998321,7,10.939703993679935,2,3.9492525764304065,5.32812599127929,16,83.16637968978638,56.35905878089738,22.094059090037614,10.760197773109455,15.835630353641633,39.10164690377613,5.186991513559316,135.07725774843234,17.89215624953374,27,9,83.96119857657877,1.9608135376683158,1.839850208699859,2.909835798343611,9.510625264274845,54.0701161630004,60.34807164651643,98.86224397979045,8.717569361151643,0.9233780171479489,86.33710111504406,9.881991283991727
2023-01-04,85.61908753075373,82.62218865300775,92.49933478233285,85.77094054188866,55.41951436205955,22.316582905833624,0.21296278626361909,26.672212513209644,83.8206459274556,94.44821585961031,1.516499290398664,86.22396082792272,86.67341125844217,76.82313182876587,6.635120724151649,51.40068172973762,26.240851148732727,5.662850692753344,24.73450632306006,87.92243543177541,1.3041740538347446,3.660410533371227,7.191457377202092,3.2291175572220023,77.74991617340089,66.71101603635648,24.882835396366932,321.3612865468369,4,12.9787966670214,2,5.75159711814051,43.21451467307532,11,72.18098827272347,56.831752023989814,15.487519207016135,12.74797022248657,22.95937225504348,30.350992559385976,9.97030004298549,111.9983074780711,9.931721899070423,57,10,84.87936074090253,4.184945641879212,7.921897698446477,4.622294893657918,7.1199679546696215,70.40933793988567,63.60502091412401,98.3963886679792,10.296851165740888,10.208931671668674,93.09635385070759,5.071678548565481
2023-01-05,82.62827327144953,90.38538536988878,94.63201149188534,75.00843432744863,42.13716957586598,23.648201877216223,7.028814288230043,22.195919793865375,97.65070906130545,97.75437538094054,1.1218437324285835,90.06416935310897,85.81773528445434,93.55907648127771,0.292897923550296,50.36021533418853,28.38886914243786,19.32127566000839,22.467780640075283,83.82077364612856,5.1240729007660315,1.7363126498677106,14.687386684575849,2.859519176066658,80.45608059977437,85.82854060980208,675.7994160922797,97.68279796608059,4,4.965513873672382,4,13.570212526123164,48.25122471111823,18,76.24398754691951,102.57725009467906,13.45934283678135,3.654926930499876,26.298732397922848,30.55356063263208,5.997578681453014,122.37721117308247,0.3981659826418804,99,1,71.79433955078434,9.881925381509834,7.387005167336142,3.50403233741735,9.751440721891228,82.44792879665584,77.0191719016506,85.40641048247707,17.09615994499768,8.008928179739833,85.02792482644942,8.583139518086842
2023-01-06,95.59570832088556,90.34651378309839,94.42896769954906,74.93774119648245,25.02286161640773,18.322384742501207,7.876931972896543,33.69608602541664,90.6179326316427,93.0529884106545,1.2058817325629387,84.83405928191439,84.62096614238605,89.80410736372158,2.7978176481207573,79.73520816754433,24.18501815696263,8.849005065833941,24.91845976951513,80.63507245801277,5.59420166451956,5.278843922366228,5.535123199053195,7.3508837991911005,92.55232472707868,82.84167877970091,30.054374505410706,268.1370684036731,9,13.683046453842104,3,15.216830980013484,23.04601708260231,3,74.77704584056855,134.81168400465117,10.578931110485271,3.5949735626922736,24.593869987475614,34.77710804814126,3.628702944445819,71.30906758913278,8.756845519342981,24,21,82.22794507456396,9.602424239099358,3.4823425021776835,3.7173157260315755,3.2608258030821937,81.10702756845981,94.77654780556622,99.8030639029995,9.11040110400802,1.8633557434189574,98.19753315315299,4.468287879913319
2023-01-07,87.4855265289194,93.70356638410534,76.12183320761919,75.29098835429792,70.06590784739745,19.77125142097774,12.148027640202057,31.38849565003459,116.00596199358851,89.4359647985016,0.5720053012792147,75.77972252186137,79.098391031999,79.07099290767916,5.068506452637128,65.43943589326264,13.169671513327309,15.006650737408002,15.12826652710061,72.61110694118824,1.0210337976018524,5.202736064162262,12.835437873969665,2.8952376707345975,92.56308200016892,80.87773847726467,950.8587281659145,121.81132900685093,5,5.3833098424927455,3,19.65304152791059,8.709927513486512,6,86.52776712603614,53.64542431994575,24.673564371592395,10.51064656619437,21.960288827407247,25.324863000706586,3.072467552405349,145.97814659956853,12.027929540471085,58,36,56.67382957336545,9.680951514374865,5.962604880288202,4.7235595664755685,5.7866475521976275,61.124370839320484,81.6378081293756,82.3375884465298,8.814107380944783,12.518045440271635,95.07365034902472,9.642391684867542
2023-01-08,83.6294235569472,89.0285920522097,79.32476305133164,82.23176789148079,95.13522143533999,24.43197067695574,9.604765320049037,19.716562743721468,114.17671600067322,97.90895837707,1.8722719069903695,81.90131489083569,73.12267478243709,78.22929256105172,0.060511483722712756,63.797485967301945,23.46002441019768,5.040535108136943,16.307496988784948,70.1197936746443,3.891057538907977,9.912323097425613,12.263653272481903,6.206350398815314,77.99591359404417,74.38127084787372,535.1486130558526,203.85972620580645,5,29.043044862413844,4,7.175094117305378,47.27816664278793,2,71.54392160273714,85.3022141240694,20.510932261099104,11.052159726590473,28.046321476302268,24.326986902219854,9.371293058482255,137.07372785181798,13.683703459929454,85,9,53.74014506830212,8.338643587716039,9.459691436294023,1.6472438873880693,6.089088811045308,55.71387556944271,75.36889173037825,77.89320955140099,6.9406830955078895,9.688178269826558,87.10079797287645,7.05567252577506
2023-01-09,82.15177143555674,93.88844616896216,94.80248518774985,70.91533482537322,41.49696252088098,22.99858002808776,3.344859950272045,21.818520838461165,94.15242363798342,96.54767025968235,1.6998111061281447,92.27917183937427,86.25312480624689,94.02037434476833,0.8764665561834106,52.68149460587141,28.400887482900057,17.58471833796188,15.832345647869765,82.14121157800517,5.2053547546719035,4.1513441388359205,12.991251103073406,2.161686681780168,90.47303209871797,62.69056212284001,944.9626410742565,95.6572528382208,5,3.313559671223837,4,5.340255245335155,33.59919799802292,3,76.00189965014893,64.04349033356633,7.4915805788603995,10.162053871748236,22.17790781396165,34.4892081223925,5.281891910443212,118.964612217794,6.364033587210796,96,12,72.05341341046355,2.2959884247824576,9.123141894804654,1.0382186406903213,8.307073236636473,77.09313957834325,62.54745034399904,98.56538161854073,13.73427775459312,7.320859253852252,86.1541019954544,6.599326684417556
2023-01-10,90.02056691086628,80.3310764157009,83.04960704264018,84.53312978431117,13.035438955881606,21.49723916222611,7.358761721099187,38.59295767938708,115.33345454770478,95.89498150482656,1.3447748721487784,91.19947303316611,83.19188909672124,90.94825611040405,2.326906492612663,70.49446985355596,26.631690560918923,16.4666405226657,24.762613812223627,86.46186828310987,9.574001105657196,5.400526463081874,2.4410908671079197,2.9246983927414636,90.70503878181337,75.94376934654781,577.8558268536427,420.2399655324549,8,23.564496713312845,0,15.77430192934343,5.966276062081713,13,76.8781150573432,72.00731713984555,22.64603698780183,10.577596803489328,19.006648093013354,27.537620712242607,8.817380115217208,99.37870547372913,19.863288231400517,49,12,78.05090292730664,4.392700491575393,2.051377609796347,3.304175812125029,2.644718292465855,95.19741992987973,79.1178550016204,86.71909603147256,15.787532278704672,14.647579263608252,83.59827178266445,8.765774585093268
